Ship_Mode,Segment,Country,City,State,Postal_Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
First_Class,Corporate,United States,San_Antonio,Texas,78207,Central,Technology,Phones,359.88,3,0.2,22.4925
Same_Day,Consumer,United States,Jacksonville,North_Carolina,28540,South,Office_Supplies,Paper,25.344,4,0.2,9.1872
Second_Class,Home_Office,United States,San_Francisco,California,94109,West,Office_Supplies,Binders,11.952,3,0.2,4.1832
Second_Class,Home_Office,United States,San_Francisco,California,94109,West,Office_Supplies,Supplies,6.24,3,0.0,1.872
Second_Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Phones,742.336,8,0.2,83.5128
Standard_Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,6.464,1,0.6,-4.04
Standard_Class,Consumer,United States,Chicago,Illinois,60610,Central,Office_Supplies,Labels,11.52,5,0.2,4.176
Standard_Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,222.384,2,0.2,16.6788
Standard_Class,Home_Office,United States,Escondido,California,92025,West,Office_Supplies,Art,23.36,4,0.0,6.0736
Second_Class,Corporate,United States,Long_Beach,New_York,11561,East,Office_Supplies,Labels,8.67,3,0.0,4.0749
Second_Class,Corporate,United States,Long_Beach,New_York,11561,East,Office_Supplies,Supplies,25.71,3,0.0,6.6846
Standard_Class,Consumer,United States,Newark,Delaware,19711,East,Office_Supplies,Appliances,100.94,7,0.0,33.3102
First_Class,Consumer,United States,Buffalo,New_York,14215,East,Furniture,Chairs,63.882,1,0.1,10.647
Standard_Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,683.144,4,0.3,0.0
Standard_Class,Consumer,United States,Houston,Texas,77070,Central,Office_Supplies,Binders,1.476,3,0.8,-2.214
Standard_Class,Consumer,United States,Houston,Texas,77070,Central,Office_Supplies,Supplies,40.712,7,0.2,3.5623
Standard_Class,Consumer,United States,Wichita,Kansas,67212,Central,Office_Supplies,Paper,279.9,5,0.0,137.151
Standard_Class,Consumer,United States,Colorado_Springs,Colorado,80906,West,Office_Supplies,Art,13.12,5,0.2,1.148
Standard_Class,Consumer,United States,Colorado_Springs,Colorado,80906,West,Furniture,Bookcases,69.576,4,0.7,-143.7904
Standard_Class,Consumer,United States,Colorado_Springs,Colorado,80906,West,Office_Supplies,Art,4.224,3,0.2,0.4752
Standard_Class,Consumer,United States,Colorado_Springs,Colorado,80906,West,Technology,Accessories,58.08,4,0.2,-6.534
Standard_Class,Consumer,United States,Colorado_Springs,Colorado,80906,West,Furniture,Furnishings,52.416,9,0.2,15.0696
Standard_Class,Consumer,United States,Colorado_Springs,Colorado,80906,West,Furniture,Furnishings,54.92,5,0.2,10.984
Standard_Class,Consumer,United States,Colorado_Springs,Colorado,80906,West,Furniture,Tables,364.95,5,0.5,-248.166
Standard_Class,Consumer,United States,Colorado_Springs,Colorado,80906,West,Office_Supplies,Paper,85.056,3,0.2,28.7064
Standard_Class,Consumer,United States,Colorado_Springs,Colorado,80906,West,Office_Supplies,Paper,27.696,3,0.2,9.6936
Standard_Class,Consumer,United States,New_York_City,New_York,10011,East,Office_Supplies,Paper,24.96,4,0.0,11.232
Standard_Class,Corporate,United States,Los_Angeles,California,90036,West,Furniture,Furnishings,43.13,1,0.0,18.1146
Standard_Class,Consumer,United States,Marietta,Georgia,30062,South,Office_Supplies,Binders,5.64,3,0.0,2.7072
Standard_Class,Corporate,United States,Jacksonville,Florida,32216,South,Office_Supplies,Binders,57.582,3,0.7,-44.1462
Standard_Class,Corporate,United States,Jacksonville,Florida,32216,South,Office_Supplies,Paper,31.104,6,0.2,10.8864
Standard_Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,30.192,3,0.2,8.3028
Standard_Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,43.6,5,0.2,4.36
Standard_Class,Corporate,United States,Jacksonville,Florida,32216,South,Office_Supplies,Art,4.768,2,0.2,0.4172
Standard_Class,Corporate,United States,Jacksonville,Florida,32216,South,Office_Supplies,Binders,10.38,2,0.7,-7.612
Standard_Class,Corporate,United States,Jacksonville,Florida,32216,South,Office_Supplies,Binders,13.392,8,0.7,-9.8208
Second_Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,39.594,1,0.4,-7.2589
Second_Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,91.008,9,0.2,19.3392
Second_Class,Consumer,United States,Los_Angeles,California,90008,West,Office_Supplies,Paper,37.94,2,0.0,18.2112
Second_Class,Consumer,United States,Los_Angeles,California,90008,West,Office_Supplies,Paper,42.8,10,0.0,19.26
Second_Class,Consumer,United States,Los_Angeles,California,90008,West,Office_Supplies,Storage,33.63,3,0.0,10.089
Standard_Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office_Supplies,Envelopes,62.808,3,0.2,21.1977
First_Class,Consumer,United States,Eau_Claire,Wisconsin,54703,Central,Office_Supplies,Paper,195.64,4,0.0,91.9508
First_Class,Consumer,United States,Eau_Claire,Wisconsin,54703,Central,Technology,Phones,239.9,2,0.0,71.97
Second_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,380.058,3,0.3,-21.7176
Second_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1199.976,4,0.4,179.9964
Second_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,48.576,3,0.2,9.7152
First_Class,Consumer,United States,Los_Angeles,California,90004,West,Office_Supplies,Paper,17.94,3,0.0,8.073
Standard_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office_Supplies,Paper,18.264,3,0.2,6.1641
Standard_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office_Supplies,Appliances,34.656,2,0.2,5.6316
Standard_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office_Supplies,Appliances,81.552,2,0.2,8.1552
Standard_Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office_Supplies,Storage,227.136,4,0.2,-42.588
Standard_Class,Consumer,United States,Norwich,Connecticut,6360,East,Office_Supplies,Binders,10.36,2,0.0,5.0764
Standard_Class,Consumer,United States,San_Antonio,Texas,78207,Central,Technology,Accessories,383.952,6,0.2,47.994
Same_Day,Home_Office,United States,Yuma,Arizona,85364,West,Office_Supplies,Binders,44.856,6,0.7,-35.8848
Standard_Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines,30.345,7,0.7,-24.276
Standard_Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,127.554,3,0.3,-9.111
Standard_Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,77.952,3,0.2,15.5904
First_Class,Corporate,United States,Los_Angeles,California,90036,West,Office_Supplies,Binders,14.016,4,0.2,4.9056
Standard_Class,Corporate,United States,Richmond,Kentucky,40475,South,Office_Supplies,Storage,69.52,2,0.0,19.4656
Standard_Class,Corporate,United States,Richmond,Kentucky,40475,South,Office_Supplies,Art,5.64,3,0.0,1.6356
Standard_Class,Consumer,United States,New_York_City,New_York,10035,East,Office_Supplies,Binders,13.776,3,0.2,4.4772
Standard_Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office_Supplies,Appliances,245.88,6,0.0,68.8464
Standard_Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office_Supplies,Storage,36.63,3,0.0,9.8901
Standard_Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office_Supplies,Storage,22.58,2,0.0,5.8708
Standard_Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office_Supplies,Binders,12.39,3,0.0,5.8233
Standard_Class,Home_Office,United States,San_Francisco,California,94110,West,Office_Supplies,Binders,39.92,5,0.2,13.473
Standard_Class,Home_Office,United States,San_Francisco,California,94110,West,Office_Supplies,Paper,61.96,2,0.0,27.882
Standard_Class,Home_Office,United States,San_Francisco,California,94110,West,Office_Supplies,Binders,19.936,4,0.2,7.2268
First_Class,Consumer,United States,Dublin,Ohio,43017,East,Office_Supplies,Binders,3.798,2,0.7,-2.6586
First_Class,Consumer,United States,Dublin,Ohio,43017,East,Office_Supplies,Paper,27.744,6,0.2,10.0572
First_Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Phones,158.376,4,0.4,-34.3148
Standard_Class,Home_Office,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,27.58,2,0.0,11.5836
Standard_Class,Consumer,United States,Bowling_Green,Ohio,43402,East,Office_Supplies,Binders,5.553,3,0.7,-4.0722
Standard_Class,Consumer,United States,Memphis,Tennessee,38109,South,Office_Supplies,Storage,243.92,5,0.2,-54.882
First_Class,Consumer,United States,Lakewood,New_Jersey,8701,East,Office_Supplies,Fasteners,14.96,4,0.0,0.2992
First_Class,Corporate,United States,Los_Angeles,California,90008,West,Office_Supplies,Binders,7.184,2,0.2,2.245
Second_Class,Consumer,United States,Rochester,New_York,14609,East,Office_Supplies,Binders,10.512,3,0.2,3.6792
Second_Class,Corporate,United States,Salem,Oregon,97301,West,Technology,Phones,263.96,5,0.2,19.797
Second_Class,Corporate,United States,Salem,Oregon,97301,West,Office_Supplies,Art,71.632,11,0.2,17.908
Second_Class,Corporate,United States,Salem,Oregon,97301,West,Office_Supplies,Art,9.328,1,0.2,0.8162
Standard_Class,Consumer,United States,Pasco,Washington,99301,West,Office_Supplies,Art,5.88,2,0.0,2.646
Standard_Class,Consumer,United States,Pasco,Washington,99301,West,Furniture,Chairs,975.92,5,0.2,121.99
Standard_Class,Consumer,United States,Pasco,Washington,99301,West,Office_Supplies,Art,303.84,8,0.0,91.152
Standard_Class,Consumer,United States,Pasco,Washington,99301,West,Office_Supplies,Storage,485.88,6,0.0,19.4352
Second_Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,12.54,3,0.0,4.5144
Second_Class,Consumer,United States,Oakland,California,94601,West,Office_Supplies,Storage,8.94,3,0.0,0.6258
Second_Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,9.24,3,0.0,4.4352
Standard_Class,Consumer,United States,Los_Angeles,California,90004,West,Office_Supplies,Binders,70.008,3,0.2,24.5028
Standard_Class,Consumer,United States,Los_Angeles,California,90004,West,Furniture,Furnishings,77.6,4,0.0,38.024
Standard_Class,Consumer,United States,Los_Angeles,California,90004,West,Furniture,Furnishings,464.85,9,0.0,92.97
Standard_Class,Corporate,United States,Oak_Park,Illinois,60302,Central,Office_Supplies,Art,10.192,7,0.2,1.0192
Second_Class,Home_Office,United States,Austin,Texas,78745,Central,Technology,Phones,758.352,6,0.2,265.4232
Standard_Class,Corporate,United States,New_York_City,New_York,10011,East,Office_Supplies,Binders,20.368,1,0.2,7.3834
Standard_Class,Corporate,United States,New_York_City,New_York,10011,East,Office_Supplies,Binders,49.848,3,0.2,16.8237
Standard_Class,Consumer,United States,New_York_City,New_York,10024,East,Technology,Phones,239.97,3,0.0,67.1916
Standard_Class,Consumer,United States,Seattle,Washington,98103,West,Office_Supplies,Binders,563.024,11,0.2,190.0206
Standard_Class,Consumer,United States,Seattle,Washington,98103,West,Office_Supplies,Storage,344.91,3,0.0,10.3473
Standard_Class,Consumer,United States,Seattle,Washington,98103,West,Office_Supplies,Labels,8.64,3,0.0,4.2336
Standard_Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones,89.988,2,0.4,-14.998
Standard_Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office_Supplies,Paper,229.544,7,0.2,83.2097
Standard_Class,Consumer,United States,Houston,Texas,77095,Central,Office_Supplies,Fasteners,1.824,2,0.2,0.6156
Standard_Class,Consumer,United States,Houston,Texas,77095,Central,Office_Supplies,Appliances,18.32,5,0.8,-46.716
Standard_Class,Consumer,United States,Houston,Texas,77095,Central,Office_Supplies,Storage,48.816,3,0.2,-11.5938
Standard_Class,Consumer,United States,Houston,Texas,77095,Central,Office_Supplies,Binders,1.188,1,0.8,-1.9602
Standard_Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Accessories,119.8,5,0.2,29.95
Standard_Class,Home_Office,United States,Durham,North_Carolina,27707,South,Office_Supplies,Storage,61.568,2,0.2,4.6176
Standard_Class,Home_Office,United States,Durham,North_Carolina,27707,South,Office_Supplies,Art,6.192,3,0.2,0.4644
First_Class,Consumer,United States,Pensacola,Florida,32503,South,Office_Supplies,Binders,2.214,3,0.7,-1.476
Second_Class,Corporate,United States,Henderson,Kentucky,42420,South,Office_Supplies,Envelopes,5.32,2,0.0,2.6068
Second_Class,Corporate,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,975.92,4,0.0,292.776
Second_Class,Corporate,United States,Henderson,Kentucky,42420,South,Technology,Accessories,2249.91,9,0.0,517.4793
Second_Class,Corporate,United States,Henderson,Kentucky,42420,South,Office_Supplies,Storage,59.92,4,0.0,16.7776
Standard_Class,Consumer,United States,Anaheim,California,92804,West,Office_Supplies,Binders,171.2,5,0.2,64.2
Standard_Class,Consumer,United States,Anaheim,California,92804,West,Office_Supplies,Art,3.36,2,0.0,0.8736
Standard_Class,Corporate,United States,Detroit,Michigan,48227,Central,Office_Supplies,Paper,114.2,5,0.0,52.532
Second_Class,Corporate,United States,Marietta,Georgia,30062,South,Furniture,Chairs,182.67,3,0.0,52.9743
Second_Class,Corporate,United States,Marietta,Georgia,30062,South,Technology,Accessories,101.7,6,0.0,6.102
Second_Class,Corporate,United States,Marietta,Georgia,30062,South,Office_Supplies,Storage,1126.02,3,0.0,56.301
Second_Class,Corporate,United States,Marietta,Georgia,30062,South,Office_Supplies,Storage,1263.3,6,0.0,315.825
Standard_Class,Corporate,United States,Seattle,Washington,98103,West,Office_Supplies,Art,8.82,3,0.0,2.5578
Standard_Class,Corporate,United States,Seattle,Washington,98103,West,Office_Supplies,Paper,37.94,2,0.0,18.2112
Standard_Class,Corporate,United States,Seattle,Washington,98103,West,Office_Supplies,Art,4.2,2,0.0,1.176
Standard_Class,Corporate,United States,Seattle,Washington,98103,West,Office_Supplies,Storage,227.28,2,0.0,2.2728
Standard_Class,Corporate,United States,Seattle,Washington,98103,West,Office_Supplies,Paper,47.9,1,0.0,22.992
Standard_Class,Corporate,United States,Seattle,Washington,98103,West,Office_Supplies,Envelopes,61.96,2,0.0,30.3604
Standard_Class,Corporate,United States,Seattle,Washington,98103,West,Office_Supplies,Storage,1117.92,4,0.0,55.896
First_Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,183.372,2,0.3,-7.8588
First_Class,Consumer,United States,Parma,Ohio,44134,East,Office_Supplies,Paper,7.968,2,0.2,2.8884
Standard_Class,Consumer,United States,Gresham,Oregon,97030,West,Office_Supplies,Binders,26.352,8,0.7,-18.4464
Standard_Class,Corporate,United States,Anaheim,California,92804,West,Office_Supplies,Storage,481.32,4,0.0,125.1432
Standard_Class,Corporate,United States,Anaheim,California,92804,West,Office_Supplies,Supplies,13.98,1,0.0,3.6348
Standard_Class,Consumer,United States,New_York_City,New_York,10035,East,Office_Supplies,Binders,25.92,6,0.2,9.072
Standard_Class,Consumer,United States,New_York_City,New_York,10035,East,Office_Supplies,Labels,91.59,3,0.0,42.1314
Second_Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Chairs,674.058,3,0.3,-19.2588
Second_Class,Corporate,United States,Concord,New_Hampshire,3301,East,Office_Supplies,Binders,22.92,4,0.0,11.0016
Second_Class,Corporate,United States,Concord,New_Hampshire,3301,East,Office_Supplies,Storage,269.9,5,0.0,16.194
Second_Class,Consumer,United States,Fairfield,Ohio,45014,East,Office_Supplies,Binders,11.808,8,0.7,-8.6592
Second_Class,Consumer,United States,Fairfield,Ohio,45014,East,Technology,Phones,9.588,2,0.4,-2.0774
Standard_Class,Consumer,United States,Johnson_City,Tennessee,37604,South,Office_Supplies,Envelopes,18.336,3,0.2,6.6468
Standard_Class,Consumer,United States,Johnson_City,Tennessee,37604,South,Office_Supplies,Paper,36.288,7,0.2,12.7008
Standard_Class,Consumer,United States,Johnson_City,Tennessee,37604,South,Technology,Phones,111.984,2,0.2,6.999
Standard_Class,Consumer,United States,Johnson_City,Tennessee,37604,South,Office_Supplies,Binders,5.97,5,0.7,-4.577
Standard_Class,Consumer,United States,Johnson_City,Tennessee,37604,South,Office_Supplies,Binders,2.508,2,0.7,-1.8392
Second_Class,Consumer,United States,Seattle,Washington,98105,West,Office_Supplies,Art,35.96,2,0.0,10.4284
Second_Class,Consumer,United States,Seattle,Washington,98105,West,Office_Supplies,Binders,14.952,3,0.2,5.4201
Second_Class,Consumer,United States,League_City,Texas,77573,Central,Office_Supplies,Art,67.144,7,0.2,5.8751
Second_Class,Consumer,United States,League_City,Texas,77573,Central,Furniture,Chairs,254.058,3,0.3,-32.6646
Standard_Class,Corporate,United States,Gaithersburg,Maryland,20877,East,Furniture,Bookcases,173.94,3,0.0,38.2668
Standard_Class,Corporate,United States,Gaithersburg,Maryland,20877,East,Technology,Phones,231.98,2,0.0,67.2742
Standard_Class,Consumer,United States,Chicago,Illinois,60653,Central,Office_Supplies,Binders,2.296,2,0.8,-3.9032
Second_Class,Home_Office,United States,Huntsville,Alabama,35810,South,Office_Supplies,Paper,96.08,2,0.0,46.1184
Second_Class,Home_Office,United States,Huntsville,Alabama,35810,South,Office_Supplies,Fasteners,3.62,2,0.0,1.1946
Second_Class,Home_Office,United States,Huntsville,Alabama,35810,South,Office_Supplies,Paper,629.1,6,0.0,301.968
Second_Class,Home_Office,United States,Huntsville,Alabama,35810,South,Technology,Phones,90.48,2,0.0,23.5248
First_Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office_Supplies,Art,14.88,2,0.0,3.72
Standard_Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,91.275,1,0.5,-67.5435
Standard_Class,Home_Office,United States,Fairfield,Connecticut,6824,East,Office_Supplies,Paper,19.44,3,0.0,9.3312
Standard_Class,Home_Office,United States,Fairfield,Connecticut,6824,East,Furniture,Chairs,897.15,3,0.0,251.202
First_Class,Consumer,United States,New_York_City,New_York,10009,East,Office_Supplies,Art,57.75,5,0.0,16.17
First_Class,Consumer,United States,New_York_City,New_York,10009,East,Office_Supplies,Paper,14.94,3,0.0,7.0218
Standard_Class,Corporate,United States,Seattle,Washington,98103,West,Office_Supplies,Art,23.1,2,0.0,6.93
Standard_Class,Consumer,United States,Aurora,Colorado,80013,West,Office_Supplies,Envelopes,12.536,1,0.2,4.2309
Standard_Class,Consumer,United States,Aurora,Colorado,80013,West,Office_Supplies,Binders,1.08,2,0.7,-0.792
Standard_Class,Consumer,United States,Aurora,Colorado,80013,West,Office_Supplies,Fasteners,4.512,3,0.2,0.846
Standard_Class,Corporate,United States,Lehi,Utah,84043,West,Technology,Phones,16.776,3,0.2,1.6776
Standard_Class,Home_Office,United States,Tuscaloosa,Alabama,35401,South,Office_Supplies,Binders,33.74,7,0.0,15.5204
Standard_Class,Consumer,United States,San_Francisco,California,94109,West,Office_Supplies,Storage,1325.85,5,0.0,238.653
Standard_Class,Consumer,United States,San_Francisco,California,94109,West,Furniture,Bookcases,333.999,3,0.15,3.9294
Standard_Class,Consumer,United States,San_Francisco,California,94109,West,Office_Supplies,Art,19.9,5,0.0,6.567
Standard_Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Chairs,1268.82,9,0.0,266.4522
Standard_Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Bookcases,283.92,4,0.0,82.3368
Standard_Class,Consumer,United States,Wilmington,Delaware,19805,East,Office_Supplies,Art,5.68,2,0.0,1.7608
Standard_Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office_Supplies,Storage,375.34,1,0.0,18.767
First_Class,Consumer,United States,Redondo_Beach,California,90278,West,Office_Supplies,Paper,96.08,2,0.0,46.1184
First_Class,Consumer,United States,Redondo_Beach,California,90278,West,Office_Supplies,Binders,11.68,2,0.2,3.942
First_Class,Consumer,United States,Redondo_Beach,California,90278,West,Office_Supplies,Fasteners,4.36,2,0.0,1.7876
Standard_Class,Consumer,United States,Seattle,Washington,98115,West,Office_Supplies,Labels,29.24,4,0.0,13.7428
Standard_Class,Consumer,United States,Los_Angeles,California,90045,West,Office_Supplies,Binders,117.488,7,0.2,41.1208
Standard_Class,Consumer,United States,Los_Angeles,California,90045,West,Furniture,Furnishings,18.84,3,0.0,6.0288
Second_Class,Consumer,United States,New_York_City,New_York,10009,East,Office_Supplies,Art,12.42,3,0.0,5.2164
Standard_Class,Consumer,United States,Royal_Oak,Michigan,48073,Central,Office_Supplies,Paper,12.96,2,0.0,6.2208
Second_Class,Corporate,United States,San_Francisco,California,94109,West,Office_Supplies,Appliances,69.48,1,0.0,20.844
Standard_Class,Corporate,United States,New_York_City,New_York,10009,East,Technology,Phones,85.9,2,0.0,2.577
Second_Class,Corporate,United States,North_Las_Vegas,Nevada,89031,West,Office_Supplies,Art,18.06,7,0.0,4.6956
Second_Class,Corporate,United States,North_Las_Vegas,Nevada,89031,West,Office_Supplies,Paper,79.14,3,0.0,36.4044
Second_Class,Corporate,United States,North_Las_Vegas,Nevada,89031,West,Furniture,Furnishings,37.4,2,0.0,14.212
Standard_Class,Consumer,United States,Carrollton,Texas,75007,Central,Office_Supplies,Binders,2.512,2,0.8,-4.396
Standard_Class,Consumer,United States,Carrollton,Texas,75007,Central,Office_Supplies,Fasteners,18.864,9,0.2,6.1308
Standard_Class,Home_Office,United States,Los_Angeles,California,90008,West,Technology,Phones,61.192,1,0.2,6.1192
Standard_Class,Home_Office,United States,Los_Angeles,California,90008,West,Office_Supplies,Appliances,67.84,1,0.0,18.3168
First_Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,48.712,1,0.2,5.4801
First_Class,Consumer,United States,Seattle,Washington,98103,West,Office_Supplies,Art,17.94,3,0.0,4.6644
First_Class,Consumer,United States,Seattle,Washington,98103,West,Office_Supplies,Storage,242.94,3,0.0,4.8588
Second_Class,Consumer,United States,Fort_Lauderdale,Florida,33311,South,Office_Supplies,Binders,7.764,4,0.7,-5.176
Second_Class,Corporate,United States,Columbia,Tennessee,38401,South,Technology,Phones,467.04,4,0.2,58.38
Second_Class,Home_Office,United States,Providence,Rhode_Island,2908,East,Technology,Phones,128.85,3,0.0,3.8655
Second_Class,Home_Office,United States,Providence,Rhode_Island,2908,East,Office_Supplies,Paper,8.4,2,0.0,4.116
Second_Class,Home_Office,United States,Providence,Rhode_Island,2908,East,Technology,Accessories,199.98,2,0.0,83.9916
Second_Class,Home_Office,United States,Providence,Rhode_Island,2908,East,Furniture,Chairs,110.98,1,0.0,15.5372
First_Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,207.984,2,0.2,-28.5978
First_Class,Corporate,United States,Jacksonville,Florida,32216,South,Office_Supplies,Paper,36.112,2,0.2,12.6392
First_Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,35.568,2,0.2,5.7798
First_Class,Corporate,United States,Jacksonville,Florida,32216,South,Office_Supplies,Paper,88.768,2,0.2,31.0688
Standard_Class,Home_Office,United States,Oceanside,California,92054,West,Office_Supplies,Paper,12.9,2,0.0,6.321
Second_Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Accessories,717.12,9,0.2,152.388
First_Class,Consumer,United States,New_York_City,New_York,10024,East,Office_Supplies,Binders,21.36,5,0.2,7.209
First_Class,Consumer,United States,New_York_City,New_York,10024,East,Office_Supplies,Binders,6.688,2,0.2,2.3408
First_Class,Consumer,United States,New_York_City,New_York,10024,East,Technology,Phones,773.94,6,0.0,224.4426
Second_Class,Corporate,United States,Chicago,Illinois,60610,Central,Office_Supplies,Supplies,20.568,3,0.2,1.5426
Second_Class,Corporate,United States,Chicago,Illinois,60610,Central,Office_Supplies,Appliances,4.356,2,0.8,-11.7612
Second_Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Accessories,19.04,4,0.2,-1.428
Standard_Class,Corporate,United States,Huntington_Beach,California,92646,West,Office_Supplies,Labels,5.22,2,0.0,2.4012
Second_Class,Consumer,United States,San_Diego,California,92105,West,Office_Supplies,Storage,84.84,3,0.0,22.9068
Standard_Class,Corporate,United States,Nashville,Tennessee,37211,South,Office_Supplies,Fasteners,7.24,5,0.2,1.1765
Same_Day,Consumer,United States,New_York_City,New_York,10009,East,Office_Supplies,Labels,14.4,5,0.0,7.056
Standard_Class,Home_Office,United States,Colorado_Springs,Colorado,80906,West,Office_Supplies,Paper,15.552,3,0.2,5.4432
Standard_Class,Home_Office,United States,Colorado_Springs,Colorado,80906,West,Furniture,Chairs,1325.76,6,0.2,149.148
Standard_Class,Home_Office,United States,Colorado_Springs,Colorado,80906,West,Office_Supplies,Binders,3.108,2,0.7,-2.1756
Standard_Class,Home_Office,United States,San_Francisco,California,94110,West,Office_Supplies,Binders,6.672,3,0.2,2.1684
Standard_Class,Home_Office,United States,San_Francisco,California,94110,West,Technology,Phones,689.408,4,0.2,77.5584
Standard_Class,Corporate,United States,Memphis,Tennessee,38109,South,Office_Supplies,Envelopes,55.936,8,0.2,18.8784
Standard_Class,Corporate,United States,Memphis,Tennessee,38109,South,Office_Supplies,Labels,18.432,8,0.2,5.9904
Standard_Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,20.32,5,0.2,3.556
Standard_Class,Home_Office,United States,New_York_City,New_York,10011,East,Office_Supplies,Binders,52.064,4,0.2,18.8732
Standard_Class,Corporate,United States,Raleigh,North_Carolina,27604,South,Office_Supplies,Appliances,48.784,1,0.2,3.6588
Standard_Class,Corporate,United States,Raleigh,North_Carolina,27604,South,Office_Supplies,Binders,13.092,4,0.7,-10.0372
Standard_Class,Home_Office,United States,Los_Angeles,California,90045,West,Technology,Phones,109.592,1,0.2,8.2194
Standard_Class,Home_Office,United States,Los_Angeles,California,90045,West,Office_Supplies,Paper,56.7,5,0.0,27.783
Standard_Class,Home_Office,United States,Los_Angeles,California,90004,West,Technology,Accessories,79.99,1,0.0,28.7964
Same_Day,Home_Office,United States,Newport_News,Virginia,23602,South,Office_Supplies,Supplies,69.5,5,0.0,20.155
Same_Day,Home_Office,United States,Newport_News,Virginia,23602,South,Office_Supplies,Paper,191.6,4,0.0,91.968
Standard_Class,Consumer,United States,Los_Angeles,California,90032,West,Office_Supplies,Paper,10.56,2,0.0,5.0688
Second_Class,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Accessories,47.79,3,0.0,16.2486
Second_Class,Corporate,United States,Richmond,Indiana,47374,Central,Office_Supplies,Storage,714.3,5,0.0,207.147
Standard_Class,Home_Office,United States,New_York_City,New_York,10035,East,Office_Supplies,Storage,17.94,3,0.0,3.0498
Standard_Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office_Supplies,Binders,9.522,1,0.7,-6.9828
Standard_Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,791.964,6,0.4,-131.994
Standard_Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office_Supplies,Binders,4.923,3,0.7,-3.9384
First_Class,Corporate,United States,Phoenix,Arizona,85023,West,Furniture,Bookcases,209.979,7,0.7,-356.9643
Standard_Class,Home_Office,United States,Cleveland,Ohio,44105,East,Office_Supplies,Binders,33.93,3,0.7,-22.62
Standard_Class,Home_Office,United States,Cleveland,Ohio,44105,East,Office_Supplies,Storage,222.32,7,0.2,25.011
Standard_Class,Home_Office,United States,Cleveland,Ohio,44105,East,Technology,Phones,210.564,6,0.4,-52.641
Standard_Class,Consumer,United States,Toledo,Ohio,43615,East,Furniture,Furnishings,35.168,7,0.2,9.6712
Standard_Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Phones,1502.376,4,0.4,-250.396
